Marca Temporal,ID único,"7. Cuando tiene una elección importante que hacer, mencione ¿cuáles serían los pasos que seguiría para llegar a tomar una decisión?"
4/23/2024 19:48:07,PFNKXS54,"1. Analizar bien cuál es el contexto de la elección.
2. Pensar cuáles serían las posibles consecuencias de esa elección.
3. Analizar quiénes serían los beneficiados o afectados.
4. Cuál es el mejor escenario al que me lleva esa decisión.
5. Estar 100% seguro de lo que decidiré.
6. Tomar la decisión."
4/23/2024 19:48:07,MKZUPRJI, Pensar en consecuencias más y buenas 
4/23/2024 19:48:07,UJCL56SG,"Imaginar escenarios posibles y ver cual puede ser el mejor, preguntar opiniones, imaginarme desde fuera y al final elegir...
Si es una decisión a tomar rápido como ir manejando por ejemplo, la tomo en base a mi intuición "
4/23/2024 19:48:07,B2KUCT4P,"Cual me conviene, cual tiene mas razón y lógica"
4/23/2024 19:48:07,GXLRPJ5F,"Pensar si es buena elección a futuro
Consultarlo con mi familia 
De acuerdo a eso, ver si me conviene o no
"
4/23/2024 19:48:07,U1856WJ8,El como me voy a sentir despues re tomar una decisión
4/23/2024 19:48:07,ADDP44O9,"Ver mis opciones, valorar los pros y contras de cada una, tomar en cuenta lo que quiero o necesito, hacer la elección "
4/23/2024 19:48:07,EL85BQ8X,Tener en cuenta ta todos los posibles resultados 
4/23/2024 19:48:07,9LGMBDLF,"Pensar en las ventajas y desventajas que conlleva. Imaginar un escenario con el peor de los casos donde tome la desición, evaluarlo y tomar la decisión "
4/23/2024 19:48:07,TUW6M31C,Generalmente trato de analizar las posibles consecuencias de cada decisión para poder elegir la mejor 
4/23/2024 19:48:07,XH7ERTSE,"1. ver todas las posibles opciones.
2. seleccionar las de mayor peso.
3. mirar cuales afectan de manera menos negativa a terceros y excluir todas las que involucren terceros.
4. Seleccionar la que tenga respuesta inmediata."
4/23/2024 19:48:07,HNAK6DR5,"Pienso, analizó y actuó "
4/23/2024 19:48:07,IAADDB7O,"Identificar mis opciones, averiguar que sucedería en cualquier opción tomada, no solo en lo positivo, también en lo negativo y consecuencias que pueda traer, verificar que es lo que quiero hacer, si concuerda con lo que menos cosas negativas me trae tomar esa opción, si no, lanzar una ronda de volados para verificar la respuesta, después de la ronda, debatir internamente si de verdad quiero hacer eso y finalmente tomar la desición "
4/23/2024 19:48:07,7FKG0LV6,"Primero me lo planteo dependiendo los beneficios y los contras ,después esos beneficios los veo a largo y corto plazo al igual que los contras ,después lo que vea que es mejor para mi y para mi entorno ,en un plazo mediando ,es decir ,ni tan lejano ni tan cercano."
4/23/2024 19:48:07,HJB227EF,"pensar en las posibles consecuencias, pensar si me servirá o no tomar esa decisión, "
4/23/2024 19:48:07,GBDDJNH0,"Primero pensar si realmente vale la pena o no, segundo pensar las consecuencias, tercero tomar la decisión."
4/23/2024 19:48:07,9ZRTSOTK,"Analizar los pros y contras, además de ser totalmente objetivo en cuestión de sentimientos."
4/23/2024 19:48:07,0FQMQ0V1,Primero ver si economicamente me conviene despues pongo los positivo y negativo de la decision
4/23/2024 19:48:07,60S1CVNZ,"Analizar el problema, tomar ventajas y desventajas y analizarlas para llegar a buena decision"
4/23/2024 19:48:07,GKU8ECFL,"1. Platicar con alguen cercano o con experiencia para que me oriente 
2.Reflecionar mi desicion 
3.Dar mi eleccion "
4/23/2024 19:48:07,WED8UH5D,Respirar y pensar lo más que pueda mi respuesta 
4/23/2024 19:48:07,FM5YVNM2,Pienso que pasara si tomo esa decisión y que no si me da beneficios 
4/23/2024 19:48:07,TOKIQV38,"Primero analizar la situación, posteriormente analizar las posibles soluciones, descartar las que no aportan y de esa forma quedarme con la elección más prudente y concisa. "
4/23/2024 19:48:16,QHVZR83J,"1.Comprender bien cual es el problema.
2.Analizar las ventajas y desventajas.
3.Pensar si la eleccion que tome puede ser perjudicial para mi.
4.Platicar con la persona que más confianza tengo para tener una opinion más.
5.Tomar la eleccion que crea correcta."
4/23/2024 19:52:34,QXIEYINQ,"1. Ver los pros y los contras
2. Ignorar lo anterior y seguir mi intuición"
4/23/2024 20:03:37,KLWAYA6Z,"Meditarlo, contarle a personas cercanas, volver a meditarlo pero ahora tomando en cuenta sus opiniones e informarme "
4/23/2024 20:13:28,U57VENCU,"analizo la situación
recreo todos los escenarios que pueden suceder
reconozco las consecuencias
pienso las alternativas 
elijo la decisión"
4/23/2024 20:13:37,A2IERC7W,"Analizar la situación y las opciones disponibles, hacer una valoración de la mejor desición según mis criterios y actuar "
4/23/2024 20:18:00,9N5PTUUF,"Tranquilizarme, Meditar, Orar, pues creo en Dios."
4/23/2024 20:28:40,SXA26XSC,"lo primero que haría sería colocar en una lista los posibles resultados de determinadas decisiones y así mismo anotar sus ventajas y desventajas, si una de esas opciones resulta más adecuada para lo que estoy buscando tomaría esa, en caso de no poder decidirme pediría consejo de alguien mayor que haya pasado por alguna situación similar, finalmente, ya con la decisión echa hablaría con mis padres para preguntarles su opinión y si cuento con su aprobación "
4/23/2024 20:30:08,XEDRH93Z,"Primero analizo la situación, consulto la opinión de personas de confianza o con experiencia en el tema, también busco información adicional. Analizo los puntos de vista y elijo la opción que considero mas adecuada."
4/23/2024 20:43:09,S8Y84CH8,"Cuando debo hacer elecciones primero veo todas mis opciones, estudio los beneficios y consecuencias de tomar ese camino, analizo el grado de importancia y así hago una elección. "
4/23/2024 20:44:26,HG74CPSK,"Elegir el camino que más me convenga, o el que menos me afecte "
4/23/2024 21:02:39,L2RH302J,"Principalmente pienso en todos las implicaciones de las decision tanto buenas como malas, despues analizar la mejor manera de resolver lo que tengo que hacer."
4/23/2024 21:05:33,FN2PCHS1,"Pensar en las alternativas, pros y contras y si es algo que realmente haría "
4/23/2024 21:10:29,GUS8V807,"Visualizo las posibilidades y analizo cómo me afectarían cada una de ellas, cuál es lo correcto y si esta se ajusta a mis deseos o no. Al igual que clasificar si la elección es basada en un deseo o en lo correcto. "
4/23/2024 21:26:04,3GGBO8RK,Analizo lo más que puedo mis opciones tratando de considerar posibles ventajas y desventajas aunque sean solo de forma general y a partir de estás conclusiones tomaría una desición.
4/23/2024 21:27:00,3DA9WB82,1. Pensarla 2. Dialogarla 3.Tomar la decisión
4/23/2024 21:37:25,4SUVP1WR,"Tratar de calmarme, tomar el tiempo que considero suficiente para valorar las opciones, ventajas, desventajas, etc. Formar un pequeño plan, tomar la decisión, tratar de hacer que funcione."
4/23/2024 22:47:07,JOAT36RK,"Reviso cuáles son las alternativas que tengo y decido cuál es la mejor dependiendo sus pros y contras, también depende cual siento que sería más conveniente para mí o mis gustos "
4/23/2024 22:57:11,53EHQAPE,"Recopilar todas mis alternativas, valoro beneficios y consecuencias, lo discuto con amigos"
4/23/2024 23:46:42,PVDRLPQL,"Lo primero sería analizar larga y a conciencia las opciones disponibles, e inclusive que tanta posibilidad hay de abrir nuevas opciones. Lo segundo sería elegir la mejor opción tomando en cuenta su impacto diferentes aspectos a corto y largo plazo. Finalmente, y con la elección ya tomada, ir fuerte y sin miedo con la elección tomada a menos que en verdad los primeros resultados sean muy negativos."
4/23/2024 23:57:44,K8SLYVAW,"Tener en cuenta todas las opciones que estén dentro de mis posibilidades, posteriormente tomaría la que me haga sentirme más seguro y capaz de lidiar con sus consecuencias ya sean positivas y/o negativas."
4/24/2024 0:02:54,TUNKCUEZ,"Visualizar todas las opciones, analizar una por una sus ventajas y desventajas, e imaginar las consecuencias de decidir por una opción y cuál de ellas sería la mejor o la que no iría tan mal."
4/24/2024 1:16:24,5I7IDE86,"1. Pensar si la elección es lo mejor para mí y para las personas que pueda involucrar en dicha elección.

2. Pensar en las posibles causas y consecuencias.

3. Reflexionar. Si es la la mejor solución."
4/24/2024 10:55:51,WG8ABYZS,"Analizo las consecuencias, alternativas y puntos de vista externos para discernir mi decisión "
4/24/2024 11:16:48,QCURT76I,"identifico el problema, veo qué está a mi alcance y tomo las acciones necesarias"
4/24/2024 11:24:06,8OVFX977,"Analizar la situación, ver las consecuencias y ver qué es lo mejor."
4/24/2024 11:27:42,PPZXS8CP,1. Pensar posibles escenarios. 2. Pensar en las consecuencias y 3. Seleccionar la más adecuada a mis pensamientos.
4/24/2024 11:28:12,T38J7JB4,PONDERAR LAS VENTAJAS Y DESVENTAJAS
4/24/2024 11:29:56,TE4FJ4MH,"Ver lo bueno y malo que puede pasar,en qué me afectaría positiva o negativamente"
4/24/2024 11:30:15,ZELPD30F,"Respiro, pienso y me tranquilizo"
4/24/2024 11:31:24,PUV5RTZG,"Plantearme la situación de la elección, pedir consejos de personas importantes en mi vida, ver si es conveniente o no hacerlo "
4/24/2024 11:32:16,33JDURG7,"1. Analizar la situación en todos los ángulos 
2. Escoger las tres mejores soluciones que se me ocurran
3. Analizar las posibles consecuencias de cada solución
4. Escoger la que mejor me parezca "
4/24/2024 11:32:59,EAM2O87V,Entender los pros y contras de cada decisión 
4/24/2024 11:33:22,H22AN93K,"Tener todas las ventajas y desventajas, en que me sirve y como influye a futuro"
4/24/2024 11:35:28,IRB84959,1 analizar mi panorama 2. Contemplar mis opciones 3. Hacer una comparación 4 concluir con la desicion 
4/24/2024 11:39:35,XOF6KQ1G,Analizó mis opciones y veo los pros y contras
4/24/2024 11:40:06,1GC9M0FT,Ganar dinero 
4/24/2024 11:41:02,DZ9DN7BK,"1 analizar todos los pros y contras posibles , cual es el costo y si vale la pena tomar el riesgo"
4/24/2024 11:41:30,ZF56737V,analizar pros y contras de cada opción
4/24/2024 11:53:22,HGX6HZA2,Ver las ventajas y desventajas de esa elección y cual podrian ser las consecuecias en caso de una mala desición
4/24/2024 11:57:08,S2ATVULP,"Analizar, pensar la mejor opción y esperar lo peor"
4/24/2024 11:58:50,GFSFOGBV,"Platicarlo con un amigo cercano, reflexionarlo con un grupo de amigos mas grande, platicarlo con mis padres y al final analizar pros y contras para finalmente tomar la decisión "
